name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,56,68,58,68,55,66,2.479338842975207,55,62,5.982905982905983,2021-11-17
চাল (মাঝারী)পাইজাম/লতা,প্রতি কেজি,48,55,48,56,48,55,0.0,48,56,-0.9615384615384616,2021-11-17
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,45,48,45,50,45,48,0.0,45,48,0.0,2021-11-17
আটা সাদা (খোলা),প্রতি কেজি,33,35,33,35,33,35,0.0,28,30,17.24137931034483,2021-11-17
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,38,45,38,40,35,40,10.666666666666668,30,36,25.75757575757576,2021-11-17
ময়দা (খোলা),প্রতি কেজি,43,45,43,45,43,45,0.0,33,36,27.536231884057973,2021-11-17
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,48,52,48,52,45,50,5.263157894736842,42,45,14.942528735632186,2021-11-17
সয়াবিন তেল (লুজ),প্রতি লিটার,140,145,140,145,135,140,3.636363636363636,97,100,44.67005076142132,2021-11-17
সয়াবিন তেল (বোতল),৫ লিটার,700,760,700,760,680,720,4.285714285714286,480,520,46.0,2021-11-17
সয়াবিন তেল (বোতল),১ লিটার,150,160,150,160,145,155,3.333333333333333,105,110,44.18604651162791,2021-11-17
পাম অয়েল (লুজ),প্রতি লিটার,130,135,130,135,125,130,3.92156862745098,86,90,50.56818181818182,2021-11-17
পাম অয়েল (সুপার),প্রতি লিটার,135,140,135,138,130,135,3.7735849056603774,91,93,49.45652173913043,2021-11-17
মশুর ডাল (বড় দানা),প্রতি কেজি,85,90,85,90,88,90,-1.6853932584269662,70,80,16.666666666666664,2021-11-17
মশূর ডাল (মাঝারী দানা),প্রতি কেজি,95,100,95,100,98,100,-1.5151515151515151,90,100,2.631578947368421,2021-11-17
মশুর ডাল (ছোট দানা),প্রতি কেজি,100,110,100,110,105,110,-2.3255813953488373,105,120,-6.666666666666667,2021-11-17
মুগ ডাল (মানভেদে),প্রতি কেজি,90,120,110,130,110,130,-12.5,110,135,-14.285714285714285,2021-11-17
এ্যাংকর ডাল,প্রতি কেজি,45,50,45,50,45,50,0.0,36,45,17.28395061728395,2021-11-17
ছোলা (মানভেদে),প্রতি কেজি,70,75,70,75,70,75,0.0,70,80,-3.333333333333333,2021-11-17
আলু (মানভেদে),প্রতি কেজি,20,25,22,28,16,20,25.0,42,50,-51.08695652173913,2021-11-17
পিঁয়াজ (দেশী),প্রতি কেজি,60,65,55,60,60,65,0.0,60,70,-3.8461538461538463,2021-11-17
পিঁয়াজ (আমদানি),প্রতি কেজি,50,55,45,55,55,60,-8.695652173913043,35,45,31.25,2021-11-17
রসুন (দেশী),প্রতি কেজি,30,70,40,80,50,80,-23.07692307692308,100,120,-54.54545454545454,2021-11-17
রসুন (আমদানি),প্রতি কেজি,110,130,110,120,110,130,0.0,90,100,26.31578947368421,2021-11-17
শুকনা মরিচ (দেশী),প্রতি কেজি,160,180,160,180,150,180,3.0303030303030303,240,280,-34.61538461538461,2021-11-17
শুকনা মরিচ (আমদানি),প্রতি কেজি,250,300,250,300,250,300,0.0,280,300,-5.172413793103448,2021-11-17
হলুদ (দেশী),প্রতি কেজি,190,220,190,220,200,220,-2.380952380952381,140,240,7.894736842105263,2021-11-17
হলুদ (আমদানি),প্রতি কেজি,160,180,160,180,150,180,3.0303030303030303,140,220,-5.555555555555555,2021-11-17
আদা (দেশী) নতুন,প্রতি কেজি,100,140,80,140,180,190,-35.13513513513514,80,90,41.17647058823529,2021-11-17
আদা (আমদানি),প্রতি কেজি,80,130,80,130,80,130,0.0,60,70,61.53846153846154,2021-11-17
জিরা,প্রতি কেজি,300,400,300,400,320,400,-2.7777777777777777,280,400,2.941176470588235,2021-11-17
দারুচিনি,প্রতি কেজি,390,460,390,460,390,450,1.1904761904761905,360,480,1.1904761904761905,2021-11-17
লবঙ্গ,প্রতি কেজি,1000,1200,1000,1250,1000,1250,-2.2222222222222223,650,800,51.72413793103448,2021-11-17
এলাচ(ছোট),প্রতি কেজি,2100,3000,2200,3200,2300,3200,-7.272727272727272,2500,3200,-10.526315789473683,2021-11-17
ধনে,প্রতি কেজি,110,130,110,130,110,140,-4.0,110,150,-7.6923076923076925,2021-11-17
তেজপাতা,প্রতি কেজি,110,150,150,200,150,200,-25.71428571428571,120,150,-3.7037037037037033,2021-11-17
রুই,প্রতি কেজি,250,350,250,350,250,350,0.0,200,300,20.0,2021-11-17
ইলিশ,প্রতি কেজি,500,1300,500,1300,0,0,,500,1200,5.88235294117647,2021-11-17
গরু,প্রতি কেজি,580,600,580,600,580,600,0.0,550,580,4.424778761061947,2021-11-17
খাসী,প্রতি কেজি,800,850,800,850,750,850,3.125,750,850,3.125,2021-11-17
মুরগী(ব্রয়লার),প্রতি কেজি,150,160,155,165,175,185,-13.88888888888889,120,135,21.568627450980397,2021-11-17
মুরগী (দেশী),প্রতি কেজি,420,450,420,500,450,500,-8.421052631578947,400,560,-9.375,2021-11-17
ডানো,১ কেজি,650,680,650,680,650,680,0.0,590,630,9.01639344262295,2021-11-17
ডিপ্লোমা (নিউজিল্যান্ড),১ কেজি,640,670,640,670,660,680,-2.238805970149253,600,620,7.377049180327869,2021-11-17
ফ্রেশ,১ কেজি,560,590,560,590,560,590,0.0,470,550,12.745098039215684,2021-11-17
মার্কস,১ কেজি,580,620,580,620,580,620,0.0,540,560,9.090909090909092,2021-11-17
চিনি,প্রতি কেজি,75,80,75,80,80,82,-4.320987654320987,60,65,24.0,2021-11-17
খেজুর(সাধারণ মানের),প্রতি কেজি,150,350,150,350,100,350,11.11111111111111,150,350,0.0,2021-11-17
লবণ(প্যাঃ)আয়োডিনযুক্ত(মানভেদে),প্রতি কেজি,30,35,30,35,30,35,0.0,25,35,8.333333333333332,2021-11-17
ডিম (ফার্ম),প্রতি হালি,35,38,37,38,35,37,1.3888888888888888,32,35,8.955223880597014,2021-11-17
লেখার কাগজ(সাদা),প্রতি দিস্তা,20,25,20,25,20,25,0.0,18,25,4.651162790697675,2021-11-17
"এম,এস রড (৬০ গ্রেড)",প্রতি মেঃটন,79600,81100,75000,77500,73000,75700,8.069939475453934,53500,54500,48.7962962962963,2021-11-17
"এম,এস রড( ৪০ গ্রেড)",প্রতি মেঃটন,76500,77500,73500,74500,69000,71500,9.608540925266905,52000,53000,46.66666666666666,2021-11-17
