name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,60,76,64,76,65,76,-3.546099290780142,60,75,0.7407407407407408,2024-05-16
চাল (মাঝারী)পাইজাম/লতা,প্রতি কেজি,52,58,54,58,55,58,-2.6548672566371683,48,55,6.796116504854369,2024-05-16
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,50,54,50,54,50,52,1.96078431372549,46,50,8.333333333333332,2024-05-16
আটা সাদা (খোলা),প্রতি কেজি,35,45,35,45,45,50,-15.789473684210526,55,60,-30.434782608695656,2024-05-16
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,50,55,50,55,55,60,-8.695652173913043,63,65,-17.96875,2024-05-16
ময়দা (খোলা),প্রতি কেজি,55,60,55,60,60,65,-8.0,58,65,-6.504065040650407,2024-05-16
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,65,70,65,70,65,70,0.0,73,75,-8.783783783783784,2024-05-16
সয়াবিন তেল (লুজ),প্রতি লিটার,145,155,145,155,145,150,1.694915254237288,180,185,-17.80821917808219,2024-05-16
সয়াবিন তেল (বোতল),৫ লিটার,790,815,780,815,770,800,2.229299363057325,905,950,-13.477088948787062,2024-05-16
সয়াবিন তেল (বোতল),১ লিটার,160,165,160,165,160,162,0.9316770186335404,190,195,-15.584415584415584,2024-05-16
পাম অয়েল (লুজ),প্রতি লিটার,125,135,125,135,125,130,1.96078431372549,135,145,-7.142857142857142,2024-05-16
পাম অয়েল (সুপার),প্রতি লিটার,135,145,135,145,130,140,3.7037037037037033,0,0,,2024-05-16
মশুর ডাল (বড় দানা),প্রতি কেজি,105,110,105,110,105,110,0.0,90,100,13.157894736842104,2024-05-16
মশূর ডাল (মাঝারী দানা),প্রতি কেজি,115,120,115,120,115,120,0.0,110,115,4.444444444444445,2024-05-16
মশুর ডাল (ছোট দানা),প্রতি কেজি,130,135,130,140,130,140,-1.851851851851852,125,135,1.9230769230769231,2024-05-16
মুগ ডাল (মানভেদে),প্রতি কেজি,160,185,160,185,170,185,-2.8169014084507045,95,135,50.0,2024-05-16
এ্যাংকর ডাল,প্রতি কেজি,80,90,80,90,80,90,0.0,70,75,17.24137931034483,2024-05-16
ছোলা (মানভেদে),প্রতি কেজি,95,105,95,105,95,105,0.0,80,85,21.21212121212121,2024-05-16
"আলু (নতুন, মানভেদে)",প্রতি কেজি,48,55,46,55,45,50,8.421052631578947,35,40,37.333333333333336,2024-05-16
পিঁয়াজ (নতুন) (দেশী),প্রতি কেজি,65,75,65,75,55,65,16.666666666666664,65,70,3.7037037037037033,2024-05-16
পিঁয়াজ (আমদানি),প্রতি কেজি,75,85,0,0,65,70,18.51851851851852,65,70,18.51851851851852,2024-05-16
রসুন(দেশী) নতুন,প্রতি কেজি,190,220,170,210,120,150,51.85185185185185,130,140,51.85185185185185,2024-05-16
রসুন (আমদানি),প্রতি কেজি,210,240,200,240,200,230,4.651162790697675,140,160,50.0,2024-05-16
শুকনা মরিচ (দেশী),প্রতি কেজি,320,400,350,440,350,480,-13.253012048192772,400,440,-14.285714285714285,2024-05-16
শুকনা মরিচ (আমদানি),প্রতি কেজি,420,500,440,500,450,500,-3.1578947368421053,420,460,4.545454545454546,2024-05-16
হলুদ (দেশী),প্রতি কেজি,320,400,290,400,280,400,5.88235294117647,220,240,56.52173913043478,2024-05-16
হলুদ (আমদানি),প্রতি কেজি,280,350,280,350,260,360,1.6129032258064515,190,200,61.53846153846154,2024-05-16
আদা (দেশী)(নতুন),প্রতি কেজি,400,450,400,450,280,300,46.55172413793103,320,340,28.78787878787879,2024-05-16
আদা (আমদানি),প্রতি কেজি,200,250,200,240,190,240,4.651162790697675,240,400,-29.6875,2024-05-16
জিরা,প্রতি কেজি,650,850,650,850,650,800,3.4482758620689653,800,860,-9.63855421686747,2024-05-16
