name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,60,75,60,75,60,75,0.0,62,70,2.272727272727273,2023-03-02
চাল (মাঝারী)পাইজাম/লতা,প্রতি কেজি,52,58,54,58,52,58,0.0,50,56,3.7735849056603774,2023-03-02
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,46,50,48,52,46,50,0.0,46,50,0.0,2023-03-02
আটা সাদা (খোলা),প্রতি কেজি,55,60,56,60,58,60,-2.5423728813559325,34,36,64.28571428571429,2023-03-02
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,65,68,65,68,65,75,-5.0,40,45,56.47058823529412,2023-03-02
ময়দা (খোলা),প্রতি কেজি,65,68,65,68,65,70,-1.4814814814814816,46,50,38.54166666666667,2023-03-02
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,75,78,72,75,75,80,-1.2903225806451613,52,58,39.09090909090909,2023-03-02
সয়াবিন তেল (লুজ),প্রতি লিটার,168,172,168,172,168,170,0.591715976331361,170,175,-1.4492753623188406,2023-03-02
সয়াবিন তেল (বোতল),৫ লিটার,870,880,870,880,870,880,0.0,790,830,8.024691358024691,2023-03-02
সয়াবিন তেল (বোতল),১ লিটার,180,185,180,185,180,185,0.0,165,170,8.955223880597014,2023-03-02
পাম অয়েল (লুজ),প্রতি লিটার,125,130,120,125,120,125,4.081632653061225,153,158,-18.006430868167204,2023-03-02
পাম অয়েল (সুপার),প্রতি লিটার,135,140,135,140,130,140,1.851851851851852,155,165,-14.0625,2023-03-02
মশুর ডাল (বড় দানা),প্রতি কেজি,95,100,95,100,95,100,0.0,95,100,0.0,2023-03-02
মশূর ডাল (মাঝারী দানা),প্রতি কেজি,110,115,110,115,110,120,-2.1739130434782608,105,110,4.651162790697675,2023-03-02
মশুর ডাল (ছোট দানা),প্রতি কেজি,130,135,130,135,130,140,-1.851851851851852,115,120,12.76595744680851,2023-03-02
মুগ ডাল (মানভেদে),প্রতি কেজি,95,135,95,135,95,135,0.0,120,135,-9.803921568627452,2023-03-02
এ্যাংকর ডাল,প্রতি কেজি,70,75,70,75,70,75,0.0,48,50,47.95918367346938,2023-03-02
ছোলা (মানভেদে),প্রতি কেজি,85,90,90,95,85,90,0.0,70,75,20.689655172413797,2023-03-02
আলু (মানভেদে),প্রতি কেজি,19,22,20,22,25,30,-25.454545454545453,14,20,20.588235294117645,2023-03-02
পিঁয়াজ (দেশী),প্রতি কেজি,25,35,30,35,30,40,-14.285714285714285,45,50,-36.84210526315789,2023-03-02
পিঁয়াজ (আমদানি),প্রতি কেজি,30,40,35,40,40,45,-17.647058823529413,45,55,-30.0,2023-03-02
রসুন(দেশী) নতুন/পুরাতন),প্রতি কেজি,95,120,120,150,120,140,-17.307692307692307,30,60,138.88888888888889,2023-03-02
রসুন (আমদানি),প্রতি কেজি,140,160,150,190,160,200,-16.666666666666664,100,110,42.85714285714285,2023-03-02
শুকনা মরিচ (দেশী),প্রতি কেজি,320,430,370,450,380,450,-9.63855421686747,150,180,127.27272727272728,2023-03-02
শুকনা মরিচ (আমদানি),প্রতি কেজি,400,450,430,520,450,550,-15.0,260,350,39.34426229508197,2023-03-02
হলুদ (দেশী),প্রতি কেজি,190,230,220,240,220,240,-8.695652173913043,200,230,-2.3255813953488373,2023-03-02
হলুদ (আমদানি),প্রতি কেজি,180,230,190,210,180,200,7.894736842105263,150,180,24.24242424242424,2023-03-02
আদা (দেশী),প্রতি কেজি,160,180,180,200,150,180,3.0303030303030303,80,120,70.0,2023-03-02
আদা (আমদানি),প্রতি কেজি,100,320,100,320,100,280,10.526315789473683,60,100,162.5,2023-03-02
জিরা,প্রতি কেজি,600,650,650,700,650,750,-10.714285714285714,350,420,62.33766233766234,2023-03-02
দারুচিনি,প্রতি কেজি,450,520,450,520,450,520,0.0,400,500,7.777777777777778,2023-03-02
লবঙ্গ,প্রতি কেজি,1400,1500,1400,1600,1400,1600,-3.333333333333333,1050,1200,28.88888888888889,2023-03-02
এলাচ(ছোট),প্রতি কেজি,1600,2600,1600,2300,1500,2300,10.526315789473683,1900,3000,-14.285714285714285,2023-03-02
ধনে,প্রতি কেজি,130,180,130,160,130,160,6.896551724137931,110,140,24.0,2023-03-02
তেজপাতা,প্রতি কেজি,150,200,150,200,150,200,0.0,150,200,0.0,2023-03-02
রুই,প্রতি কেজি,350,450,350,450,350,450,0.0,250,350,33.33333333333333,2023-03-02
ইলিশ,প্রতি কেজি,600,1300,600,1300,600,1300,0.0,600,1200,5.555555555555555,2023-03-02
