name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,75,85,75,85,75,85,0.0,60,78,15.942028985507244,2025-07-29
চাল (মাঝারী)পাইজাম/আটাশ,প্রতি কেজি,60,70,60,70,60,65,4.0,54,58,16.071428571428573,2025-07-29
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,55,60,55,60,50,60,4.545454545454546,50,54,10.576923076923077,2025-07-29
আটা সাদা (খোলা),প্রতি কেজি,40,45,40,45,40,45,0.0,40,45,0.0,2025-07-29
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,50,55,50,55,50,55,0.0,50,55,0.0,2025-07-29
ময়দা (খোলা),প্রতি কেজি,50,60,50,60,50,60,0.0,55,60,-4.3478260869565215,2025-07-29
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,65,70,65,70,65,70,0.0,65,70,0.0,2025-07-29
সয়াবিন তেল (লুজ),প্রতি লিটার,162,170,160,170,160,170,0.6060606060606061,145,155,10.666666666666668,2025-07-29
সয়াবিন তেল (বোতল),৫ লিটার,890,920,880,920,880,920,0.5555555555555556,780,800,14.556962025316457,2025-07-29
সয়াবিন তেল (বোতল),2 লিটার,370,378,370,378,370,378,0.0,322,325,15.610510046367851,2025-07-29
সয়াবিন তেল (বোতল),১ লিটার,185,190,185,190,185,190,0.0,165,167,12.951807228915662,2025-07-29
পাম অয়েল (লুজ),প্রতি লিটার,150,155,148,155,147,155,0.9933774834437088,125,135,17.307692307692307,2025-07-29
সুপার পাম অয়েল (লুজ),প্রতি লিটার,152,160,152,160,152,162,-0.6369426751592357,135,140,13.454545454545457,2025-07-29
রাইস ব্রান তেল (বোতল),৫ লিটার,1030,1080,1030,1080,1030,1050,1.4423076923076923,880,900,18.53932584269663,2025-07-29
মশুর ডাল (বড় দানা),প্রতি কেজি,95,110,95,110,100,110,-2.380952380952381,105,110,-4.651162790697675,2025-07-29
মশুর ডাল (মাঝারী দানা),প্রতি কেজি,105,120,105,120,105,120,0.0,115,120,-4.25531914893617,2025-07-29
মশুর ডাল (ছোট দানা),প্রতি কেজি,130,140,130,140,125,135,3.8461538461538463,125,130,5.88235294117647,2025-07-29
মুগ ডাল (মানভেদে),প্রতি কেজি,110,180,110,180,125,180,-4.918032786885246,160,185,-15.942028985507244,2025-07-29
এ্যাংকর ডাল,প্রতি কেজি,55,80,55,80,50,80,3.8461538461538463,80,90,-20.588235294117645,2025-07-29
ছোলা (মানভেদে),প্রতি কেজি,90,110,90,110,90,110,0.0,115,120,-14.893617021276595,2025-07-29
আলু (মানভেদে),প্রতি কেজি,20,30,25,30,20,25,11.11111111111111,55,60,-56.52173913043478,2025-07-29
পিঁয়াজ (দেশী),প্রতি কেজি,55,65,55,65,50,65,4.3478260869565215,110,120,-47.82608695652174,2025-07-29
পিঁয়াজ (আমদানি),প্রতি কেজি,0,0,0,0,0,0,,100,105,-100.0,2025-07-29
রসুন (দেশী),প্রতি কেজি,100,150,100,150,100,140,4.166666666666666,200,220,-40.47619047619048,2025-07-29
রসুন (আমদানি),প্রতি কেজি,160,200,160,200,150,200,2.857142857142857,190,220,-12.195121951219512,2025-07-29
শুকনা মরিচ (দেশী),প্রতি কেজি,240,350,220,350,220,350,3.508771929824561,320,400,-18.055555555555557,2025-07-29
শুকনা মরিচ (আমদানি),প্রতি কেজি,300,450,300,450,280,450,2.73972602739726,420,500,-18.47826086956521,2025-07-29
হলুদ (দেশী),প্রতি কেজি,300,400,300,400,300,400,0.0,350,400,-6.666666666666667,2025-07-29
হলুদ (আমদানি),প্রতি কেজি,300,420,300,420,280,420,2.857142857142857,300,350,10.76923076923077,2025-07-29
আদা (দেশী),প্রতি কেজি,0,0,0,0,0,0,,450,500,-100.0,2025-07-29
আদা (আমদানি),প্রতি কেজি,120,180,120,200,120,200,-6.25,240,300,-44.44444444444444,2025-07-29
