name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,72,85,72,85,72,85,0.0,68,80,6.081081081081082,2025-11-10
চাল (মাঝারী)পাইজাম/আটাশ,প্রতি কেজি,58,70,58,70,60,70,-1.5384615384615383,58,65,4.065040650406504,2025-11-10
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,54,60,54,60,55,60,-0.8695652173913043,52,55,6.5420560747663545,2025-11-10
আটা সাদা (খোলা),প্রতি কেজি,45,50,45,50,45,52,-2.061855670103093,40,45,11.76470588235294,2025-11-10
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,55,62,55,62,55,65,-2.5,50,55,11.428571428571429,2025-11-10
ময়দা (খোলা),প্রতি কেজি,55,65,55,65,55,65,0.0,55,60,4.3478260869565215,2025-11-10
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,65,75,65,75,65,75,0.0,65,75,0.0,2025-11-10
সয়াবিন তেল (লুজ),প্রতি লিটার,170,180,170,180,172,178,0.0,165,166,5.740181268882175,2025-11-10
সয়াবিন তেল (বোতল),৫ লিটার,910,925,900,930,890,920,1.3812154696132597,800,810,13.975155279503104,2025-11-10
সয়াবিন তেল (বোতল),2 লিটার,375,385,375,385,375,380,0.6622516556291391,330,340,13.432835820895525,2025-11-10
সয়াবিন তেল (বোতল),১ লিটার,189,192,189,195,188,190,0.7936507936507936,167,170,13.056379821958458,2025-11-10
পাম অয়েল (লুজ),প্রতি লিটার,150,162,155,162,153,160,-0.3194888178913738,158,159,-1.5772870662460567,2025-11-10
সুপার পাম অয়েল (লুজ),প্রতি লিটার,155,165,158,165,155,166,-0.3115264797507788,160,161,-0.3115264797507788,2025-11-10
রাইস ব্রান তেল (বোতল),৫ লিটার,1030,1080,1030,1080,1030,1080,0.0,980,1050,3.940886699507389,2025-11-10
মশুর ডাল (বড় দানা),প্রতি কেজি,90,110,95,110,95,110,-2.4390243902439024,105,110,-6.976744186046512,2025-11-10
