name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,58,75,58,75,58,78,-2.2058823529411766,60,68,3.90625,2023-01-23
চাল (মাঝারী)পাইজাম/লতা,প্রতি কেজি,52,58,55,60,52,60,-1.7857142857142856,52,55,2.803738317757009,2023-01-23
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,46,52,46,52,46,55,-2.9702970297029703,45,50,3.1578947368421053,2023-01-23
আটা সাদা (খোলা),প্রতি কেজি,58,60,58,62,60,65,-5.6000000000000005,35,36,66.19718309859155,2023-01-23
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,65,75,65,75,70,75,-3.4482758620689653,42,45,60.91954022988506,2023-01-23
ময়দা (খোলা),প্রতি কেজি,65,70,70,72,70,72,-4.929577464788732,48,50,37.755102040816325,2023-01-23
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,75,80,75,80,80,85,-6.0606060606060606,54,60,35.96491228070175,2023-01-23
সয়াবিন তেল (লুজ),প্রতি লিটার,168,170,168,170,167,170,0.2967359050445104,143,149,15.753424657534246,2023-01-23
সয়াবিন তেল (বোতল),৫ লিটার,870,890,870,890,880,910,-1.675977653631285,720,765,18.51851851851852,2023-01-23
সয়াবিন তেল (বোতল),১ লিটার,180,185,180,185,178,190,-0.8152173913043478,150,165,15.873015873015872,2023-01-23
পাম অয়েল (লুজ),প্রতি লিটার,120,125,117,122,117,125,1.2396694214876034,132,136,-8.582089552238806,2023-01-23
পাম অয়েল (সুপার),প্রতি লিটার,130,145,130,135,135,142,-0.7220216606498195,135,140,0.0,2023-01-23
মশুর ডাল (বড় দানা),প্রতি কেজি,100,105,100,105,100,105,0.0,98,100,3.535353535353535,2023-01-23
মশূর ডাল (মাঝারী দানা),প্রতি কেজি,115,120,120,125,120,125,-4.081632653061225,105,110,9.30232558139535,2023-01-23
মশুর ডাল (ছোট দানা),প্রতি কেজি,130,140,130,140,130,140,0.0,110,120,17.391304347826086,2023-01-23
মুগ ডাল (মানভেদে),প্রতি কেজি,95,135,95,135,95,135,0.0,120,135,-9.803921568627452,2023-01-23
এ্যাংকর ডাল,প্রতি কেজি,65,75,65,75,65,75,0.0,48,50,42.85714285714285,2023-01-23
ছোলা (মানভেদে),প্রতি কেজি,85,90,85,90,80,90,2.941176470588235,75,80,12.903225806451612,2023-01-23
আলু (মানভেদে),প্রতি কেজি,25,30,20,25,20,25,22.22222222222222,15,18,66.66666666666666,2023-01-23
পিঁয়াজ (দেশী),প্রতি কেজি,30,35,35,45,30,45,-13.333333333333334,30,35,0.0,2023-01-23
পিঁয়াজ (আমদানি),প্রতি কেজি,40,45,40,50,30,40,21.428571428571427,45,50,-10.526315789473683,2023-01-23
