name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,56,66,55,65,58,66,-1.6129032258064515,54,62,5.172413793103448,2021-10-01
চাল (মাঝারী)পাইজাম/লতা,প্রতি কেজি,50,56,48,55,50,55,0.9523809523809524,48,54,3.92156862745098,2021-10-01
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,45,48,45,48,45,48,0.0,44,50,-1.0638297872340423,2021-10-01
আটা সাদা (খোলা),প্রতি কেজি,32,35,32,35,30,33,6.349206349206349,28,30,15.517241379310343,2021-10-01
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,34,40,35,40,34,40,0.0,30,35,13.846153846153848,2021-10-01
ময়দা (খোলা),প্রতি কেজি,42,45,35,40,36,40,14.473684210526317,34,35,26.08695652173913,2021-10-01
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,45,50,44,50,44,45,6.741573033707865,42,45,9.195402298850574,2021-10-01
সয়াবিন তেল (লুজ),প্রতি লিটার,130,136,130,135,122,128,6.4,90,93,45.3551912568306,2021-10-01
সয়াবিন তেল (বোতল),৫ লিটার,680,720,660,715,650,690,4.477611940298507,460,515,43.58974358974359,2021-10-01
সয়াবিন তেল (বোতল),১ লিটার,145,155,140,150,140,150,3.4482758620689653,100,110,42.85714285714285,2021-10-01
পাম অয়েল (লুজ),প্রতি লিটার,125,130,120,128,116,118,8.974358974358974,80,84,55.487804878048784,2021-10-01
পাম অয়েল (সুপার),প্রতি লিটার,128,135,125,130,118,122,9.583333333333334,84,90,51.14942528735632,2021-10-01
মশুর ডাল (বড় দানা),প্রতি কেজি,85,90,85,90,85,90,0.0,65,70,29.629629629629623,2021-10-01
মশূর ডাল (মাঝারী দানা),প্রতি কেজি,98,100,95,100,95,100,1.5384615384615383,80,100,10.0,2021-10-01
মশুর ডাল (ছোট দানা),প্রতি কেজি,105,110,105,110,105,110,0.0,110,120,-6.521739130434782,2021-10-01
মুগ ডাল (মানভেদে),প্রতি কেজি,110,130,110,140,110,125,2.127659574468085,120,130,-4.0,2021-10-01
এ্যাংকর ডাল,প্রতি কেজি,40,45,40,45,40,45,0.0,40,45,0.0,2021-10-01
ছোলা (মানভেদে),প্রতি কেজি,70,75,70,75,65,70,7.4074074074074066,65,80,0.0,2021-10-01
আলু (মানভেদে),প্রতি কেজি,18,20,18,20,16,22,0.0,34,40,-48.64864864864865,2021-10-01
পিঁয়াজ (দেশী),প্রতি কেজি,45,50,42,45,42,45,9.195402298850574,80,90,-44.11764705882353,2021-10-01
পিঁয়াজ (আমদানি),প্রতি কেজি,40,48,38,40,40,45,3.5294117647058822,80,90,-48.23529411764706,2021-10-01
রসুন (দেশী),প্রতি কেজি,50,70,50,70,60,70,-7.6923076923076925,100,120,-45.45454545454545,2021-10-01
রসুন (আমদানি),প্রতি কেজি,100,120,90,120,100,120,0.0,80,90,29.411764705882355,2021-10-01
শুকনা মরিচ (দেশী),প্রতি কেজি,170,200,150,200,150,210,2.7777777777777777,220,260,-22.916666666666664,2021-10-01
শুকনা মরিচ (আমদানি),প্রতি কেজি,250,300,240,300,250,280,3.7735849056603774,240,280,5.769230769230769,2021-10-01
হলুদ (দেশী),প্রতি কেজি,220,240,200,250,200,210,12.195121951219512,140,160,53.333333333333336,2021-10-01
হলুদ (আমদানি),প্রতি কেজি,150,180,150,180,150,180,0.0,170,220,-15.384615384615383,2021-10-01
আদা (দেশী),প্রতি কেজি,170,200,180,200,100,150,48.0,90,150,54.16666666666666,2021-10-01
আদা (আমদানি),প্রতি কেজি,90,140,90,120,90,120,9.523809523809524,200,250,-48.888888888888886,2021-10-01
জিরা,প্রতি কেজি,300,400,300,400,320,400,-2.7777777777777777,320,450,-9.090909090909092,2021-10-01
দারুচিনি,প্রতি কেজি,380,450,380,450,350,450,3.75,380,500,-5.681818181818182,2021-10-01
লবঙ্গ,প্রতি কেজি,1000,1100,1000,1100,1000,1100,0.0,800,900,23.52941176470588,2021-10-01
এলাচ(ছোট),প্রতি কেজি,2200,3300,2100,3200,2100,3300,1.851851851851852,2800,3200,-8.333333333333332,2021-10-01
ধনে,প্রতি কেজি,120,140,110,130,100,130,13.043478260869565,100,150,4.0,2021-10-01
তেজপাতা,প্রতি কেজি,150,200,150,200,150,200,0.0,100,140,45.83333333333333,2021-10-01
রুই,প্রতি কেজি,250,350,250,350,250,350,0.0,250,350,0.0,2021-10-01
ইলিশ,প্রতি কেজি,500,1200,500,1200,500,1200,0.0,500,900,21.428571428571427,2021-10-01
গরু,প্রতি কেজি,560,600,560,600,560,600,0.0,550,580,2.6548672566371683,2021-10-01
খাসী,প্রতি কেজি,750,850,750,850,750,850,0.0,750,850,0.0,2021-10-01
মুরগী(ব্রয়লার),প্রতি কেজি,160,170,150,160,130,140,22.22222222222222,110,120,43.47826086956522,2021-10-01
মুরগী (দেশী),প্রতি কেজি,420,500,420,500,420,500,0.0,450,500,-3.1578947368421053,2021-10-01
ডানো,১ কেজি,640,660,640,660,630,660,0.7751937984496124,620,630,4.0,2021-10-01
ডিপ্লোমা (নিউজিল্যান্ড),১ কেজি,650,670,650,670,640,670,0.7633587786259541,570,620,10.92436974789916,2021-10-01
ফ্রেশ,১ কেজি,565,580,565,580,565,580,0.0,540,550,5.045871559633028,2021-10-01
মার্কস,১ কেজি,580,620,570,590,570,590,3.4482758620689653,540,550,10.091743119266056,2021-10-01
চিনি,প্রতি কেজি,75,80,75,80,75,80,0.0,60,65,24.0,2021-10-01
খেজুর(সাধারণ মানের),প্রতি কেজি,100,350,100,350,150,350,-10.0,200,250,0.0,2021-10-01
লবণ(প্যাঃ)আয়োডিনযুক্ত(মানভেদে),প্রতি কেজি,30,35,30,35,30,35,0.0,25,35,8.333333333333332,2021-10-01
ডিম (ফার্ম),প্রতি হালি,36,38,37,40,35,37,2.7777777777777777,34,37,4.225352112676056,2021-10-01
লেখার কাগজ(সাদা),প্রতি দিস্তা,20,25,20,25,20,25,0.0,18,25,4.651162790697675,2021-10-01
"এম,এস রড (৬০ গ্রেড)",প্রতি মেঃটন,73000,75700,73000,75700,73000,75700,0.0,58000,59000,27.094017094017094,2021-10-01
"এম,এস রড( ৪০ গ্রেড)",প্রতি মেঃটন,69000,71500,69000,70500,69000,70500,0.7168458781362007,55000,56000,26.576576576576574,2021-10-01
