name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,62,75,62,75,60,75,1.4814814814814816,62,75,0.0,2023-12-12
চাল (মাঝারী)পাইজাম/লতা,প্রতি কেজি,52,56,55,58,52,56,0.0,54,60,-5.263157894736842,2023-12-12
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,50,52,50,53,48,52,2.0,47,52,3.0303030303030303,2023-12-12
আটা সাদা (খোলা),প্রতি কেজি,45,50,45,50,44,46,5.555555555555555,60,65,-24.0,2023-12-12
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,55,65,55,65,55,60,4.3478260869565215,70,75,-17.24137931034483,2023-12-12
ময়দা (খোলা),প্রতি কেজি,60,65,65,70,60,62,2.459016393442623,70,75,-13.79310344827586,2023-12-12
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,70,75,70,75,63,65,13.28125,80,85,-12.12121212121212,2023-12-12
সয়াবিন তেল (লুজ),প্রতি লিটার,155,160,150,155,150,155,3.278688524590164,175,180,-11.267605633802818,2023-12-12
সয়াবিন তেল (বোতল),৫ লিটার,790,845,790,820,780,800,3.481012658227848,890,925,-9.917355371900827,2023-12-12
সয়াবিন তেল (বোতল),১ লিটার,170,175,165,170,165,170,2.985074626865672,180,190,-6.756756756756757,2023-12-12
পাম অয়েল (লুজ),প্রতি লিটার,125,135,125,130,120,130,4.0,120,130,4.0,2023-12-12
পাম অয়েল (সুপার),প্রতি লিটার,135,140,135,140,135,140,0.0,140,145,-3.508771929824561,2023-12-12
মশুর ডাল (বড় দানা),প্রতি কেজি,105,110,105,110,105,110,0.0,100,110,2.380952380952381,2023-12-12
মশূর ডাল (মাঝারী দানা),প্রতি কেজি,120,125,120,125,120,125,0.0,125,130,-3.92156862745098,2023-12-12
মশুর ডাল (ছোট দানা),প্রতি কেজি,130,135,130,135,130,135,0.0,135,140,-3.636363636363636,2023-12-12
মুগ ডাল (মানভেদে),প্রতি কেজি,95,135,95,135,95,135,0.0,95,135,0.0,2023-12-12
এ্যাংকর ডাল,প্রতি কেজি,70,75,70,75,70,75,0.0,65,75,3.571428571428571,2023-12-12
