name,unit,today_min,today_max,week_min,week_max,month_min,month_max,month_change,year_min,year_max,year_change,date
চাল সরু (নাজির/মিনিকেট),প্রতি কেজি,72,85,70,85,70,85,1.2903225806451613,75,85,-1.875,2026-07-13
চাল (মাঝারী)পাইজাম/আটাশ,প্রতি কেজি,55,68,55,68,55,68,0.0,60,70,-5.384615384615385,2026-07-13
চাল (মোটা)/স্বর্ণা/চায়না ইরি,প্রতি কেজি,50,60,48,60,52,60,-1.7857142857142856,55,60,-4.3478260869565215,2026-07-13
আটা সাদা (খোলা),প্রতি কেজি,40,45,40,45,45,46,-6.593406593406594,40,43,2.409638554216868,2026-07-13
আটা (প্যাকেট),প্রতি কেজি প্যাঃ,55,60,55,60,55,60,0.0,50,55,9.523809523809524,2026-07-13
ময়দা (খোলা),প্রতি কেজি,55,60,55,60,55,60,0.0,50,60,4.545454545454546,2026-07-13
ময়দা (প্যাকেট),প্রতি কেজি প্যাঃ,60,75,60,75,60,75,0.0,65,70,0.0,2026-07-13
সয়াবিন তেল (লুজ),প্রতি লিটার,188,195,188,195,186,195,0.5249343832020997,160,170,16.060606060606062,2026-07-13
সয়াবিন তেল (বোতল),৫ লিটার,975,975,975,975,975,975,0.0,880,920,8.333333333333332,2026-07-13
সয়াবিন তেল (বোতল),2 লিটার,398,398,398,398,398,398,0.0,370,378,6.417112299465241,2026-07-13
সয়াবিন তেল (বোতল),১ লিটার,199,199,199,199,199,199,0.0,185,189,6.417112299465241,2026-07-13
পাম অয়েল (লুজ),প্রতি লিটার,165,170,165,170,165,170,0.0,147,155,10.927152317880797,2026-07-13
সুপার পাম অয়েল (লুজ),প্রতি লিটার,170,175,170,175,170,175,0.0,152,160,10.576923076923077,2026-07-13
রাইস ব্রান তেল (বোতল),৫ লিটার,1030,1140,1030,1140,1030,1140,0.0,1030,1080,2.843601895734597,2026-07-13
মশুর ডাল (বড় দানা),প্রতি কেজি,90,105,90,105,90,105,0.0,100,110,-7.142857142857142,2026-07-13
মশুর ডাল (মাঝারী দানা),প্রতি কেজি,115,120,115,120,115,120,0.0,105,120,4.444444444444445,2026-07-13
মশুর ডাল (ছোট দানা),প্রতি কেজি,150,160,150,160,150,160,0.0,125,135,19.230769230769237,2026-07-13
মুগ ডাল (মানভেদে),প্রতি কেজি,130,170,130,170,130,170,0.0,125,180,-1.639344262295082,2026-07-13
এ্যাংকর ডাল,প্রতি কেজি,60,75,60,75,60,75,0.0,70,80,-10.0,2026-07-13
ছোলা (মানভেদে),প্রতি কেজি,90,100,90,100,90,100,0.0,90,110,-5.0,2026-07-13
আলু (নতুন/পুরাতন),প্রতি কেজি,25,30,25,30,20,25,22.22222222222222,25,28,3.7735849056603774,2026-07-13
পিঁয়াজ (দেশী)(নতুন/পুরাতন),প্রতি কেজি,35,45,35,45,35,45,0.0,55,65,-33.33333333333333,2026-07-13
পিঁয়াজ (আমদানি),প্রতি কেজি,0,0,0,0,0,0,,0,0,,2026-07-13
রসুন (দেশী),প্রতি কেজি,100,140,90,140,60,140,20.0,100,150,-4.0,2026-07-13
রসুন (আমদানি),প্রতি কেজি,120,200,120,200,130,220,-8.571428571428571,160,200,-11.11111111111111,2026-07-13
শুকনা মরিচ (দেশী),প্রতি কেজি,300,380,300,380,300,370,1.4925373134328357,220,350,19.29824561403509,2026-07-13
শুকনা মরিচ (আমদানি),প্রতি কেজি,380,450,380,450,380,450,0.0,300,450,10.666666666666668,2026-07-13
হলুদ (দেশী),প্রতি কেজি,320,350,320,350,320,350,0.0,300,400,-4.285714285714286,2026-07-13
হলুদ (আমদানি),প্রতি কেজি,300,350,300,350,300,400,-7.142857142857142,300,420,-9.722222222222223,2026-07-13
আদা (দেশী),প্রতি কেজি,130,160,130,160,140,160,-3.333333333333333,0,0,,2026-07-13
আদা (আমদানি),প্রতি কেজি,120,180,120,180,130,210,-11.76470588235294,130,200,-9.090909090909092,2026-07-13
জিরা,প্রতি কেজি,600,700,600,700,600,700,0.0,600,750,-3.7037037037037033,2026-07-13
দারুচিনি,প্রতি কেজি,500,600,500,600,500,600,0.0,500,600,0.0,2026-07-13
লবঙ্গ,প্রতি কেজি,1400,1600,1400,1600,1400,1600,0.0,1400,1600,0.0,2026-07-13
এলাচ(ছোট),প্রতি কেজি,4600,5500,4600,5500,4600,5500,0.0,4400,5200,5.208333333333334,2026-07-13
ধনে,প্রতি কেজি,180,280,180,280,180,280,0.0,180,280,0.0,2026-07-13
তেজপাতা,প্রতি কেজি,180,220,180,220,180,220,0.0,180,220,0.0,2026-07-13
রুই,প্রতি কেজি,300,450,300,450,300,450,0.0,300,450,0.0,2026-07-13
ইলিশ,প্রতি কেজি,800,1800,800,1800,800,1800,0.0,900,2000,-10.344827586206897,2026-07-13
গরু,প্রতি কেজি,780,850,780,850,780,850,0.0,750,800,5.161290322580645,2026-07-13
খাসী,প্রতি কেজি,1200,1350,1200,1350,1200,1300,2.0,1100,1250,8.51063829787234,2026-07-13
মুরগী(ব্রয়লার),প্রতি কেজি,180,200,170,190,170,180,8.571428571428571,150,170,18.75,2026-07-13
মুরগী (দেশী),প্রতি কেজি,600,750,600,750,600,750,0.0,580,700,5.46875,2026-07-13
ডানো,১ কেজি,830,900,830,900,720,860,-2.2598870056497176,720,860,-1.1428571428571428,2026-07-13
ডিপ্লোমা (নিউজিল্যান্ড),১ কেজি,850,920,850,920,850,920,2.9069767441860463,840,910,2.9069767441860463,2026-07-13
ফ্রেশ,১ কেজি,830,890,830,890,830,890,-0.5780346820809248,830,890,-0.5780346820809248,2026-07-13
মার্কস,১ কেজি,830,900,830,900,830,900,,830,900,,2026-07-13
চিনি,প্রতি কেজি,105,110,105,110,105,110,0.0,110,115,-4.444444444444445,2026-07-13
খেজুর(সাধারণ মানের),প্রতি কেজি,350,550,350,550,350,550,0.0,250,550,12.5,2026-07-13
লবণ(প্যাঃ)আয়োডিনযুক্ত,প্রতি কেজি,38,42,38,42,38,42,-55.55555555555556,38,42,0.0,2026-07-13
লেবু,প্রতি হালি,20,25,20,25,20,40,-25.0,0,0,,2026-07-13
কাঁচামরিচ,প্রতি কেজি,120,160,80,150,60,120,55.55555555555556,60,120,55.55555555555556,2026-07-13
বেগুন,প্রতি কেজি,80,90,60,100,70,80,13.333333333333334,60,100,6.25,2026-07-13
শসা,প্রতি কেজি,70,80,60,80,50,80,15.384615384615383,50,80,15.384615384615383,2026-07-13
ডিম (ফার্ম),প্রতি হালি,45,50,45,50,45,50,0.0,38,45,14.457831325301203,2026-07-13
লেখার কাগজ(সাদা),প্রতি দিস্তা,34,40,34,40,34,40,0.0,30,40,5.714285714285714,2026-07-13
"এম,এস রড (৬০ গ্রেড)",প্রতি মেঃটন,88000,92000,88000,92000,85000,90000,2.857142857142857,85000,91500,1.9830028328611895,2026-07-13
"এম,এস রড( ৪০ গ্রেড)",প্রতি মেঃটন,83500,84000,83500,84000,81000,83000,2.1341463414634148,78000,82500,4.361370716510903,2026-07-13
